Acquired Medium google / others,city,Reg at date,Uninstall Date,Usage Days (bin),User ID,Notification Dismiss,Notification Open,Notification Receive,Quiz Count,Session Count,Share Count,Uninstalled,Usage Time,Usertime,Video Count
Normal,Mumbai,7/31/2019,6/14/2020,309,8999,781,71,48,65,24,25,0,319,46400.729184288,178
Normal,Mumbai,12/20/2019,12/29/2019,0,9000,232,195,397,40,89,3,0,9,44177.081116716,135
Normal,Mumbai,4/29/2020,5/26/2020,0,9001,978,197,595,74,64,132,0,27,53099.928312412,73
Normal,Pune,4/25/2020,7/23/2020,84,9005,794,144,652,64,112,89,0,89,21415.773085563,73
Normal,Mumbai,4/12/2019,7/20/2020,450,9009,571,178,290,110,224,12,0,465,29077.051990469,139
Normal,Bengaluru,7/24/2020,8/4/2020,0,9011,124,124,761,172,369,88,0,11,7025.394565872,139
Normal,Pune,6/6/2019,6/13/2020,365,9013,53,101,691,128,283,163,0,373,10559.243184200,117
Normal,Pune,3/10/2020,8/7/2020,141,9014,243,61,826,105,244,21,0,150,609.834250355,184
Normal,Bengaluru,2/4/2019,10/3/2020,590,9015,2,164,209,29,291,193,0,607,53289.069374866,69
Normal,Pune,6/10/2020,8/16/2020,56,9016,302,179,748,121,143,53,0,67,65744.033983243,34
Normal,Pune,3/4/2019,2/17/2020,337,9017,488,125,537,135,170,143,0,350,67461.080266598,99
Normal,Other,6/19/2019,1/29/2020,197,9019,97,41,511,81,42,26,0,224,65341.527328490,116
Normal,Mumbai,5/15/2019,6/15/2020,393,9021,656,132,790,57,254,166,0,397,6723.064179623,71
Normal,Mumbai,3/4/2020,5/21/2020,56,9022,553,76,589,39,272,113,0,78,47460.233409319,152
Normal,Mumbai,10/26/2019,10/29/2019,0,9023,485,119,734,177,218,29,0,3,64161.065114255,14
Normal,Bengaluru,1/3/2020,11/13/2020,309,9024,912,81,548,45,379,162,0,315,36848.057448427,5
Normal,Other,5/20/2019,12/27/2019,197,9026,57,102,983,41,215,174,0,221,19598.745709856,96
Normal,Bengaluru,7/19/2020,8/12/2020,0,9029,335,50,638,29,31,57,0,24,3724.398345414,89
Normal,Mumbai,1/1/2019,2/17/2020,393,9033,967,184,554,68,455,122,0,412,41599.171406410,162
Normal,Mumbai,3/10/2020,6/20/2020,84,9034,342,48,807,47,4,138,0,102,5643.389283655,123
Normal,Pune,2/4/2019,5/14/2020,450,9036,856,112,213,66,331,142,0,465,32136.51510694,106
Normal,Bengaluru,6/8/2020,7/23/2020,28,9039,544,186,520,92,478,118,0,45,60440.224006833,66
Normal,Bengaluru,5/9/2019,1/25/2020,253,9041,791,89,765,48,41,96,0,261,60264.217574237,11
Normal,Mumbai,5/25/2020,5/31/2020,0,9042,286,199,375,142,205,48,0,6,7915.966624145,176
Normal,Other,8/31/2019,1/25/2020,141,9045,327,91,518,153,6,95,0,147,21339.270271620,166
Normal,Bengaluru,11/23/2019,12/26/2019,28,9046,849,47,448,143,381,79,0,33,64091.499421324,143
Normal,Other,3/24/2019,11/15/2019,225,9049,985,104,143,92,180,60,0,236,62670.484008778,131
Normal,Mumbai,4/22/2019,12/17/2019,225,9051,577,106,462,69,423,100,0,239,31165.812166872,51
Normal,Bengaluru,7/10/2020,10/5/2020,84,9054,270,9,583,177,104,29,0,87,49783.688139378,126
Normal,Other,10/28/2019,8/18/2020,281,9056,961,38,145,135,99,47,0,295,60280.106849680,40
Normal,Other,3/31/2019,10/18/2019,197,9057,596,172,804,120,415,36,0,201,51470.516381417,12
Normal,Bengaluru,9/13/2019,10/18/2020,393,9058,91,138,307,191,316,191,0,401,52334.543314353,88
Normal,Pune,12/22/2019,6/20/2020,169,9059,394,125,886,116,221,145,0,181,30521.998941275,82
Normal,Other,1/9/2019,8/23/2020,590,9062,118,101,620,155,55,194,0,592,23465.142421086,61
Normal,Mumbai,7/14/2019,5/19/2020,309,9065,716,32,44,108,421,79,0,310,59474.962402632,52
Normal,Bengaluru,2/10/2019,3/5/2020,365,9067,693,125,593,197,136,118,0,389,3197.753506411,60
Normal,Other,4/11/2019,12/14/2019,225,9068,292,100,932,199,349,51,0,247,27306.871170185,189
Normal,Mumbai,2/9/2019,3/17/2019,28,9069,521,109,83,94,66,127,0,36,23858.649832300,90
Normal,Other,3/24/2020,8/14/2020,141,9071,597,21,773,156,260,15,0,143,16811.922885778,143
Normal,Pune,3/18/2019,11/24/2020,590,9073,719,182,360,108,287,160,0,617,23224.806797241,138
Normal,Other,8/30/2019,6/28/2020,281,9074,600,163,792,99,247,162,0,303,35747.507996258,179
Normal,Mumbai,6/26/2019,5/5/2020,309,9077,406,127,62,188,394,50,0,314,30897.021424727,186
Normal,Other,3/15/2019,5/18/2020,422,9079,498,114,576,135,428,9,0,430,53734.638081672,163
Normal,Bengaluru,8/26/2019,10/22/2020,422,9080,41,149,295,175,95,120,0,423,19960.379903516,70
Normal,Mumbai,4/20/2019,5/13/2019,0,9081,806,199,607,40,47,54,0,23,55287.829474764,195
Normal,Pune,5/14/2020,9/25/2020,112,9089,290,60,739,142,91,11,0,134,39074.899255077,173
Normal,Mumbai,1/24/2020,3/3/2020,28,9092,562,115,221,5,210,155,0,39,43800.363604772,65
Normal,Pune,1/3/2019,2/18/2019,28,9093,91,151,583,128,461,87,0,46,9767.575058525,53
Normal,Other,2/12/2019,6/6/2019,112,9095,442,122,532,114,482,52,0,114,57259.077245955,8
Normal,Mumbai,5/10/2019,4/29/2020,337,9098,290,84,212,154,115,193,0,355,41552.221257110,134
Normal,Bengaluru,6/3/2019,10/27/2020,506,9101,196,29,330,40,196,162,0,512,48242.549782515,28
Normal,Pune,1/21/2019,3/6/2019,28,9105,293,54,292,111,481,138,0,44,56014.741715578,162
Normal,Other,9/21/2019,11/17/2020,422,9106,212,197,662,47,393,30,0,423,44541.919601451,83
Normal,Bengaluru,6/3/2019,9/4/2019,84,9107,783,1,874,80,455,67,0,93,22083.919960592,93
Normal,Other,9/25/2019,5/18/2020,225,9109,353,167,42,84,189,71,0,236,4111.754897466,56
Normal,Bengaluru,6/14/2020,10/21/2020,112,9111,789,1,487,177,270,90,0,129,58230.369326533,104
Normal,Mumbai,4/20/2019,5/17/2019,0,9113,241,119,263,175,312,133,0,27,32232.665002585,120
Normal,Pune,1/26/2019,7/11/2020,506,9114,702,116,26,171,207,138,0,532,40811.094892320,198
Normal,Pune,4/21/2019,7/21/2020,450,9115,487,65,553,22,307,46,0,457,8128.978596287,54
Normal,Mumbai,2/3/2019,1/7/2020,337,9118,420,142,802,50,81,155,0,338,21892.596484205,152
Normal,Mumbai,11/7/2019,3/4/2020,112,9120,471,168,771,78,360,122,0,118,11340.335663787,75
Normal,Other,5/1/2019,5/30/2020,393,9122,930,106,363,180,439,72,0,395,48673.726831300,153
Normal,Bengaluru,9/23/2019,5/30/2020,225,9123,328,6,727,51,417,36,0,250,59874.896886613,116
Normal,Mumbai,10/11/2019,8/5/2020,281,9132,983,161,240,33,35,145,0,299,28584.988163333,28
Normal,Bengaluru,1/6/2019,8/25/2020,590,9133,508,133,423,57,162,105,0,597,56490.558401848,23
Normal,Bengaluru,4/24/2020,8/30/2020,112,9135,103,158,324,190,21,110,0,128,49883.013735560,143
Normal,Other,5/13/2019,7/13/2020,422,9136,426,95,3,195,429,72,0,427,16676.482005685,58
Normal,Bengaluru,3/19/2020,3/27/2020,0,9137,532,28,127,33,339,78,0,8,1538.927752760,194
Normal,Pune,2/20/2019,1/12/2020,309,9138,66,185,169,94,464,3,0,326,68878.323114384,21
Normal,Other,7/10/2020,11/6/2020,112,9140,108,16,414,77,455,119,0,119,32696.834495368,154
Normal,Bengaluru,2/4/2019,6/25/2020,506,9143,174,35,514,55,148,175,0,507,11250.865623257,150
Normal,Bengaluru,3/23/2019,8/26/2019,141,9148,976,36,733,7,450,39,0,156,7188.353574201,136
Normal,Pune,11/13/2019,4/7/2020,141,9152,706,179,809,24,328,195,0,146,21273.215301903,56
Normal,Other,3/9/2019,7/4/2019,112,9155,20,124,395,36,356,108,0,117,57407.471302838,174
Normal,Mumbai,6/27/2019,9/25/2020,450,9157,675,42,459,61,305,1,0,456,5672.654310535,130
Normal,Pune,3/15/2019,3/15/2020,365,9158,962,199,889,153,265,19,0,366,47447.320298421,127
Normal,Pune,2/13/2019,4/5/2020,393,9160,174,77,257,134,295,43,0,417,9911.623446066,195
Normal,Other,12/14/2019,7/13/2020,197,9162,495,196,157,131,476,179,0,212,34235.231073236,139
Normal,Mumbai,3/3/2020,4/20/2020,28,9166,745,25,84,15,206,116,0,48,51255.850625682,142
Normal,Bengaluru,1/26/2020,5/11/2020,84,9170,178,66,820,75,474,2,0,106,70184.187882164,68
Normal,Mumbai,5/22/2019,4/2/2020,309,9171,110,100,854,113,402,149,0,316,65007.885748654,34
Normal,Other,6/11/2019,10/15/2019,112,9172,692,174,816,176,191,57,0,126,8186.120591952,198
Normal,Bengaluru,8/29/2019,4/26/2020,225,9173,471,67,758,183,472,24,0,241,54570.166057384,21
Normal,Bengaluru,1/6/2019,4/4/2020,450,9175,734,27,8,98,5,143,0,454,4167.079715710,1
Normal,Other,3/5/2019,4/13/2019,28,9178,538,166,760,125,274,55,0,39,5241.390500190,161
Normal,Bengaluru,3/30/2019,12/5/2020,590,9180,487,90,313,40,238,190,0,616,38073.896863187,5
Normal,Mumbai,5/17/2020,5/25/2020,0,9184,40,134,749,137,312,170,0,8,70504.399455899,190
Normal,Pune,7/19/2019,2/21/2020,197,9185,307,6,824,76,129,195,0,217,34317.300643897,131
Normal,Pune,6/30/2019,6/29/2020,337,9186,463,31,131,26,240,196,0,365,17337.897159561,3
Normal,Other,1/28/2019,10/1/2020,590,9189,32,120,643,0,63,81,0,612,29690.535866309,154
Normal,Pune,3/6/2020,8/22/2020,169,9193,528,72,276,172,366,52,0,169,68864.860263191,98
Normal,Other,4/12/2019,3/22/2020,337,9194,320,110,364,81,120,172,0,345,68356.334983649,108
Normal,Mumbai,9/21/2019,10/15/2020,365,9196,194,187,438,152,291,45,0,390,13339.542885308,198
Normal,Pune,1/9/2019,3/6/2020,422,9197,44,152,834,76,446,166,0,422,51822.133003193,70
Normal,Bengaluru,2/2/2019,12/31/2019,309,9198,94,47,529,21,330,74,0,332,51701.905974466,50
Normal,Bengaluru,6/13/2019,6/28/2020,365,9201,835,185,803,68,387,159,0,381,62231.776895194,58
Normal,Bengaluru,2/21/2019,4/9/2020,393,9203,620,190,767,140,272,112,0,413,15611.739974929,164
Normal,Other,7/21/2019,5/2/2020,281,9205,982,197,216,108,445,142,0,286,13290.210242535,182
Normal,Bengaluru,2/10/2019,4/12/2019,56,9206,560,92,598,73,227,14,0,61,13775.380783634,11
Normal,Bengaluru,8/8/2019,12/6/2020,478,9207,54,122,892,14,383,22,0,486,63933.300570468,105
Normal,Other,4/2/2020,8/14/2020,112,9210,823,31,511,3,437,128,0,134,21209.470685053,80
Normal,Other,6/8/2019,11/29/2020,534,9211,468,160,646,147,226,146,0,540,16766.404913050,120
Normal,Pune,9/27/2019,12/19/2019,56,9212,448,122,368,7,430,159,0,83,14696.487961130,115
Normal,Mumbai,2/7/2019,4/18/2020,422,9216,77,52,928,36,303,167,0,436,44684.735221555,116
Normal,Mumbai,4/25/2020,4/30/2020,0,9222,996,26,0,140,335,2,0,5,45092.064958099,182
Normal,Mumbai,9/11/2019,9/5/2020,337,9223,627,0,687,109,145,192,0,360,18181.407294990,7
Normal,Pune,11/5/2019,12/4/2020,393,9225,52,57,8,53,487,147,0,395,751.010592854,161
Normal,Pune,4/5/2019,4/29/2019,0,9226,564,54,72,82,376,162,0,24,37477.538630996,52
Normal,Pune,3/11/2019,7/18/2019,112,9227,859,144,640,149,98,161,0,129,28143.962224603,97
Normal,Mumbai,5/16/2020,9/21/2020,112,9229,693,161,701,148,424,33,0,128,8002.902049605,87
Normal,Bengaluru,11/19/2019,4/21/2020,141,9230,396,80,273,102,314,47,0,154,46143.835734846,119
Normal,Pune,7/31/2020,9/7/2020,28,9235,987,30,624,15,338,98,0,38,34684.211656076,141
Normal,Bengaluru,12/11/2019,7/13/2020,197,9237,521,95,484,49,203,163,0,215,68158.308613739,159
Normal,Pune,1/12/2020,11/14/2020,281,9238,877,70,40,109,95,91,0,307,50402.335872246,198
Normal,Pune,10/17/2019,4/24/2020,169,9239,481,2,479,5,116,26,0,190,6351.335829356,19
Normal,Other,7/3/2019,2/23/2020,225,9240,876,173,720,8,484,54,0,235,7332.439291013,195
Normal,Bengaluru,6/9/2020,7/21/2020,28,9244,970,161,683,16,313,195,0,42,58793.837612105,179
Normal,Bengaluru,2/12/2020,7/24/2020,141,9247,599,68,295,81,372,99,0,163,13693.497004322,59
Normal,Bengaluru,2/14/2019,3/15/2019,28,9252,553,11,704,95,361,199,0,29,51443.701597692,149
Normal,Other,6/9/2019,11/15/2020,506,9255,739,36,716,15,448,74,0,525,63933.351556454,25
Normal,Mumbai,3/21/2019,6/1/2020,422,9259,590,125,699,103,183,36,0,438,25600.461303208,152
Normal,Bengaluru,7/4/2020,7/8/2020,0,9260,603,59,973,180,333,25,0,4,15353.745057513,8
Normal,Mumbai,4/15/2019,6/4/2020,393,9262,46,115,114,47,192,8,0,416,57711.589598952,102
Normal,Pune,4/8/2019,11/14/2020,562,9265,737,1,0,62,73,57,0,586,25797.835904033,110
Normal,Mumbai,1/4/2020,4/22/2020,84,9267,783,12,110,130,394,21,0,109,65134.758521639,184
Normal,Bengaluru,5/4/2019,7/22/2019,56,9269,54,105,15,58,339,72,0,79,45077.089642302,0
Normal,Mumbai,5/5/2019,7/13/2020,422,9270,740,38,25,193,80,112,0,435,23910.788344411,96
Normal,Other,12/23/2019,6/15/2020,169,9271,832,99,562,148,437,9,0,175,14951.016917511,100
Normal,Other,2/28/2019,6/19/2020,450,9274,943,186,320,186,394,89,0,477,30816.849593490,67
Normal,Other,11/7/2019,10/29/2020,337,9275,809,161,447,57,163,170,0,357,5464.201044001,77
Normal,Pune,1/17/2020,7/15/2020,169,9276,304,167,572,122,62,61,0,180,1587.859204651,162
Normal,Mumbai,1/30/2019,7/14/2019,141,9281,956,102,75,160,187,115,0,165,17431.409095348,140
Normal,Mumbai,4/7/2020,8/30/2020,141,9284,774,120,898,36,50,199,0,145,15631.043261183,17
Normal,Bengaluru,1/12/2019,5/4/2020,478,9286,378,15,291,179,148,117,0,478,63040.541930344,148
Normal,Bengaluru,3/22/2019,7/17/2019,112,9293,95,110,606,170,100,168,0,117,22694.051590202,53
Normal,Mumbai,10/30/2019,11/10/2019,0,9295,593,98,741,184,447,20,0,11,51058.611926500,5
Normal,Other,1/13/2020,5/7/2020,112,9296,196,48,979,181,37,95,0,115,14373.296825253,199
Normal,Pune,1/13/2020,3/17/2020,56,9298,695,124,557,164,149,96,0,64,39714.434239564,82
Normal,Bengaluru,9/28/2019,4/2/2020,169,9301,201,51,281,9,173,94,0,187,27946.321091066,6
Normal,Bengaluru,3/13/2020,4/3/2020,0,9302,253,115,89,94,382,128,0,21,27391.549447989,34
Normal,Bengaluru,6/3/2019,4/3/2020,281,9304,903,120,211,157,426,137,0,305,63476.548877014,152
Normal,Bengaluru,4/10/2019,9/6/2019,141,9308,949,108,383,75,287,101,0,149,67508.907065741,113
Normal,Other,8/29/2019,3/21/2020,197,9309,170,158,880,33,404,188,0,205,56209.671450881,36
Normal,Pune,10/8/2019,6/22/2020,253,9310,346,32,888,119,27,126,0,258,50732.993181096,119
Normal,Bengaluru,8/2/2019,5/27/2020,281,9315,204,26,446,159,357,16,0,299,30780.396277713,62
Normal,Pune,10/5/2020,11/6/2020,28,9317,451,156,244,0,170,29,0,32,26055.272628349,77
Normal,Other,12/8/2019,9/8/2020,253,9321,810,105,667,151,327,89,0,275,45503.960502527,141
Normal,Other,7/13/2019,9/25/2019,56,9322,373,39,354,94,79,31,0,74,60038.080883106,121
Normal,Mumbai,5/31/2019,6/24/2020,365,9323,210,88,850,102,424,82,0,390,61115.487056047,136
Normal,Pune,3/1/2020,4/7/2020,28,9324,500,12,25,40,161,10,0,37,1473.283311775,191
Normal,Pune,9/20/2020,12/2/2020,56,9331,99,21,114,163,259,79,0,73,38613.254390250,49
Normal,Mumbai,7/8/2019,3/28/2020,253,9332,747,142,786,167,187,76,0,264,7027.930766503,32
Normal,Other,4/20/2019,8/14/2020,478,9337,238,83,775,57,420,128,0,482,27836.87487195,30
Normal,Mumbai,7/28/2019,11/16/2019,84,9338,158,20,504,47,393,29,0,111,6277.559754265,178
Normal,Bengaluru,6/13/2019,8/21/2020,422,9341,422,130,394,140,410,1,0,435,42740.129628743,106
Normal,Other,6/21/2019,7/16/2020,365,9342,623,96,509,197,484,177,0,391,28499.302579187,117
Normal,Bengaluru,6/26/2020,10/4/2020,84,9346,704,125,980,155,169,136,0,100,46569.403099448,91
Normal,Mumbai,7/1/2019,11/13/2019,112,9348,751,120,588,100,40,74,0,135,52034.159896078,29
Normal,Mumbai,6/22/2019,3/23/2020,253,9349,982,98,505,55,126,12,0,275,4203.409678349,107
Normal,Mumbai,10/2/2019,5/23/2020,225,9352,226,83,786,195,225,169,0,234,42705.344976296,136
Normal,Mumbai,1/2/2019,11/29/2020,674,9353,397,147,113,190,473,90,0,697,9958.211209810,64
Normal,Pune,2/8/2019,5/27/2020,450,9354,779,160,743,109,318,177,0,474,69670.516543861,35
Normal,Pune,1/8/2020,5/23/2020,112,9356,767,34,445,47,317,94,0,136,15406.949554568,15
Normal,Other,6/30/2019,2/24/2020,225,9359,302,6,574,27,352,172,0,239,5731.047794906,23
Normal,Bengaluru,12/13/2019,8/15/2020,225,9362,898,2,571,85,171,113,0,246,67080.119178230,123
Normal,Mumbai,9/28/2019,12/12/2019,56,9363,202,23,422,91,493,131,0,75,36585.132040839,137
Normal,Mumbai,1/9/2019,5/25/2019,112,9364,801,54,536,96,291,129,0,136,68477.639688704,159
Normal,Bengaluru,5/28/2019,11/1/2019,141,9365,683,18,291,56,385,163,0,157,55671.920311412,100
Normal,Bengaluru,3/1/2019,10/4/2019,197,9367,411,118,206,88,461,130,0,217,50053.043294134,159
Normal,Pune,1/22/2019,4/9/2019,56,9368,166,101,899,7,83,194,0,77,41493.518109443,3
Normal,Bengaluru,8/8/2019,11/24/2019,84,9369,538,44,719,87,299,102,0,108,40824.949505457,41
Normal,Pune,6/19/2019,8/14/2019,28,9372,513,131,765,135,364,35,0,56,1665.485267332,197
Normal,Mumbai,9/26/2019,11/1/2019,28,9374,974,44,342,109,201,179,0,36,28486.411517612,32
Normal,Bengaluru,3/12/2020,5/20/2020,56,9375,983,168,187,97,23,36,0,69,50882.866286473,19
Normal,Pune,4/27/2019,10/7/2020,506,9376,213,22,706,80,218,165,0,529,65602.030089090,94
Normal,Mumbai,6/10/2020,8/10/2020,56,9378,631,160,116,147,433,66,0,61,33538.326937410,191
Normal,Pune,5/30/2019,1/16/2020,225,9379,955,84,497,39,471,88,0,231,29667.439001531,50
Normal,Other,2/13/2019,9/8/2019,197,9383,40,173,953,93,357,172,0,207,37097.468207029,27
Normal,Other,5/2/2019,3/20/2020,309,9384,699,114,378,159,345,53,0,323,17570.160758010,198
Normal,Bengaluru,5/6/2019,10/14/2019,141,9385,148,108,216,38,210,117,0,161,61248.003089113,114
Normal,Other,8/6/2019,9/24/2020,393,9388,919,77,852,84,136,111,0,415,10149.185074452,67
Normal,Pune,10/3/2020,10/27/2020,0,9389,876,122,987,197,280,61,0,24,55709.451555961,11
Normal,Bengaluru,3/9/2019,6/23/2020,450,9390,121,43,52,48,5,185,0,472,46129.372729583,142
Normal,Pune,2/16/2019,12/2/2019,281,9391,796,37,16,126,475,117,0,289,46937.070157268,101
Normal,Other,6/21/2019,8/5/2020,393,9393,679,35,50,95,229,135,0,411,2286.156594420,141
Normal,Mumbai,6/15/2019,10/21/2020,478,9395,398,173,187,37,103,88,0,494,48442.188195603,186
Normal,Mumbai,2/11/2020,4/13/2020,56,9398,746,96,683,8,447,174,0,62,14106.838897867,47
Normal,Bengaluru,10/17/2019,10/2/2020,337,9399,889,132,529,56,369,176,0,351,3407.796837240,45
Normal,Other,11/25/2019,12/9/2020,365,9400,368,5,926,177,149,168,0,380,40590.748255970,7
Normal,Pune,6/20/2019,3/31/2020,281,9402,175,196,987,127,254,31,0,285,58340.384848194,149
Normal,Pune,5/30/2020,10/3/2020,112,9405,276,25,582,180,48,166,0,126,46344.110748312,109
Normal,Bengaluru,6/19/2020,11/1/2020,112,9409,44,166,826,58,96,184,0,135,15953.894404933,11
Normal,Other,1/7/2019,5/27/2019,112,9410,839,103,95,168,175,64,0,140,40275.394126453,4
Normal,Other,8/3/2019,9/21/2019,28,9413,894,198,35,11,459,92,0,49,5311.441602694,102
Normal,Mumbai,10/26/2019,5/22/2020,197,9414,466,123,741,159,227,79,0,209,3688.571585042,185
Normal,Other,7/24/2019,3/30/2020,225,9415,2,140,220,8,244,127,0,250,70509.809965514,69
Normal,Mumbai,10/29/2019,10/31/2019,0,9416,373,127,180,141,498,192,0,2,19010.178413767,19
Normal,Pune,5/25/2019,1/16/2020,225,9418,793,18,6,112,431,113,0,236,18132.424508130,71
Normal,Mumbai,7/22/2019,10/5/2020,422,9419,300,142,501,24,398,104,0,441,4911.474435837,84
Normal,Mumbai,6/26/2019,12/12/2019,169,9420,939,88,909,130,450,61,0,169,19381.278778894,109
Normal,Bengaluru,4/25/2020,10/22/2020,169,9423,367,126,451,38,449,163,0,180,5878.961487917,183
Normal,Bengaluru,4/3/2019,9/6/2020,506,9424,396,80,61,104,70,21,0,522,66058.162310958,195
Normal,Bengaluru,1/20/2020,8/25/2020,197,9425,466,65,130,2,409,189,0,218,8522.778838779,145
Normal,Bengaluru,7/9/2019,5/6/2020,281,9427,251,53,119,122,472,14,0,302,43419.350005891,3
Normal,Mumbai,6/25/2019,10/4/2020,450,9429,504,163,218,14,214,108,0,467,7565.517540522,185
Normal,Pune,2/25/2020,10/7/2020,225,9430,54,99,52,121,319,138,0,225,9814.671924502,186
Normal,Other,3/15/2019,8/1/2020,478,9433,901,135,167,196,356,88,0,505,67521.899291561,11
Normal,Pune,3/5/2019,1/2/2020,281,9434,793,59,40,133,188,78,0,303,24319.321109572,100
Normal,Bengaluru,7/25/2019,10/3/2020,422,9436,91,135,973,190,235,67,0,436,34788.891488827,170
Normal,Bengaluru,8/30/2019,11/6/2020,422,9437,609,1,148,6,158,119,0,434,14378.163617641,83
Normal,Mumbai,3/12/2019,4/8/2020,365,9438,228,106,318,16,49,33,0,393,2131.362344242,109
Normal,Other,4/11/2019,9/30/2020,534,9439,310,147,576,79,204,118,0,538,30794.806666553,124
Normal,Pune,11/30/2019,11/14/2020,337,9441,555,116,761,88,158,117,0,350,49988.042208108,27
Normal,Pune,5/1/2019,7/26/2020,450,9445,463,45,747,10,141,198,0,452,34537.059183705,71
Normal,Bengaluru,4/25/2019,6/7/2020,393,9450,511,3,894,151,449,117,0,409,27384.300420088,75
Normal,Bengaluru,12/25/2019,3/8/2020,56,9451,394,73,226,39,7,187,0,74,60685.107703293,15
Normal,Pune,8/24/2020,10/5/2020,28,9452,655,86,183,4,212,58,0,42,4875.611138703,38
Normal,Mumbai,1/25/2020,2/12/2020,0,9453,826,133,932,123,382,28,0,18,35535.710440346,92
Normal,Bengaluru,10/15/2020,12/11/2020,56,9455,766,45,897,150,25,149,0,57,61866.998679912,5
Normal,Pune,11/16/2019,6/24/2020,197,9458,941,153,162,61,234,73,0,221,3921.280510006,10
Normal,Mumbai,9/1/2020,12/4/2020,84,9459,62,62,281,188,199,37,0,94,5777.751490130,24
Normal,Bengaluru,10/30/2020,12/3/2020,28,9461,980,71,214,177,1,74,0,34,27252.828155244,198
Normal,Other,8/16/2019,12/5/2020,450,9462,281,63,980,31,254,191,0,477,11224.063724187,192
Normal,Other,7/2/2020,10/1/2020,84,9465,355,174,31,7,259,18,0,91,30371.881461614,39
Normal,Pune,2/3/2019,7/1/2020,506,9467,430,198,561,192,323,183,0,514,62300.698557176,196
Normal,Other,3/17/2019,11/12/2019,225,9470,87,124,251,84,181,1,0,240,33378.124921508,100
Normal,Bengaluru,8/31/2019,9/18/2019,0,9472,350,195,561,77,94,158,0,18,44137.223361157,90
Normal,Other,2/5/2019,3/10/2020,393,9473,716,52,6,153,295,45,0,399,51338.280766904,88
Normal,Bengaluru,4/30/2020,6/17/2020,28,9475,970,33,310,99,397,184,0,48,60280.739108846,118
Normal,Mumbai,6/29/2019,10/26/2020,478,9476,248,120,797,191,126,18,0,485,37790.691164950,41
Normal,Pune,11/28/2019,5/21/2020,169,9481,23,23,645,141,70,148,0,175,2653.228263079,86
Normal,Bengaluru,12/19/2019,9/19/2020,253,9482,765,108,394,114,422,171,0,275,61964.427950695,96
Normal,Bengaluru,6/6/2020,7/25/2020,28,9485,830,189,617,74,204,64,0,49,20781.741450774,17
Normal,Other,11/21/2019,3/1/2020,84,9487,512,159,639,99,275,52,0,101,48910.768122786,43
Normal,Bengaluru,5/3/2019,5/19/2020,365,9490,980,143,12,197,285,137,0,382,65251.848112018,190
Normal,Mumbai,4/10/2019,10/4/2020,534,9492,705,45,373,108,120,75,0,543,41559.454633800,100
Normal,Bengaluru,4/29/2019,4/30/2019,0,9493,501,103,284,180,300,5,0,1,52942.904661080,25
Normal,Pune,4/27/2019,1/12/2020,253,9496,272,80,425,17,238,97,0,260,34927.506058938,158
Normal,Mumbai,1/21/2019,7/26/2020,534,9498,624,114,978,119,196,159,0,552,21987.687539823,122
Normal,Mumbai,2/7/2019,7/21/2019,141,9499,498,130,954,79,193,151,0,164,69632.129455014,11
Normal,Bengaluru,2/10/2019,7/23/2019,141,9500,697,92,774,102,278,191,0,163,52052.572493162,145
Normal,Bengaluru,10/26/2019,7/14/2020,253,9501,344,154,961,63,235,112,0,262,49070.991929299,9
Normal,Other,6/7/2020,12/8/2020,169,9502,494,3,798,153,86,21,0,184,52475.788429454,122
Normal,Mumbai,1/20/2019,4/21/2020,450,9505,637,173,549,197,270,199,0,457,36645.410265426,79
Normal,Pune,7/9/2019,9/5/2020,422,9506,182,117,526,176,256,142,0,424,33949.999002293,125
Normal,Other,6/9/2019,6/13/2020,365,9507,183,128,511,92,457,19,0,370,61381.234378295,85
Normal,Other,11/21/2019,10/17/2020,309,9508,43,156,691,77,83,147,0,331,25183.984000976,59
Normal,Pune,9/9/2019,6/21/2020,281,9510,831,79,177,186,458,44,0,286,33666.789846499,108
Normal,Other,6/15/2019,6/12/2020,337,9511,470,92,89,133,123,57,0,363,36555.237311512,189
Normal,Bengaluru,6/25/2019,5/21/2020,309,9513,213,128,685,159,52,157,0,331,12323.476608670,100
Normal,Other,5/24/2019,12/21/2019,197,9514,577,50,432,130,297,178,0,211,4276.896318244,66
Normal,Mumbai,11/3/2019,9/20/2020,309,9515,564,161,88,164,197,82,0,322,52529.157176478,34
Normal,Mumbai,12/22/2019,5/16/2020,141,9517,751,188,433,170,479,145,0,146,55963.866645282,148
Normal,Bengaluru,3/8/2020,10/11/2020,197,9521,196,49,538,145,457,38,0,217,53972.953320037,0
Normal,Pune,7/6/2019,10/25/2020,450,9522,897,5,936,194,15,85,0,477,70440.740488399,17
Normal,Mumbai,9/30/2019,10/24/2019,0,9524,485,129,643,19,376,17,0,24,11838.850989728,29
Normal,Other,5/9/2019,6/28/2019,28,9526,56,104,71,145,226,132,0,50,67423.861241122,102
Normal,Mumbai,1/14/2019,10/30/2019,281,9528,190,194,26,199,370,96,0,289,16127.054002138,43
Normal,Bengaluru,8/8/2019,12/10/2019,112,9529,811,46,875,29,377,49,0,124,13199.822953915,152
Normal,Pune,11/14/2019,1/15/2020,56,9533,959,10,995,15,321,171,0,62,46706.375632549,190
Normal,Mumbai,12/5/2019,10/7/2020,281,9539,797,136,729,191,76,12,0,307,24625.027212587,96
